date,cnt_rooms,flat_area,rent_base,rent_total,flat_type,flat_interior_quality,flat_condition,flat_age,flat_thermal_characteristic,has_elevator,has_balcony,has_garden,has_kitchen,has_guesttoilet,geo_city,geo_city_part
2018-09-15,1,36,530,650,apartment,average,good,60+,,f,t,t,t,f,hamburg,wandsbek
2018-09-15,2,70,1100,1280,appartment,average,good,60+,,t,t,f,t,f,hamburg,mitte
2018-09-15,2,62.13,1040,1220,apartment,sophisticated,first_time_use,<5,,t,t,f,t,t,hamburg,altona
2018-09-15,2,75,675,950,roof_storey,average,good,<30,104.0,f,t,f,t,t,hamburg,wandsbek
2018-09-15,2,52,676,810,apartment,average,good,60+,,f,t,f,t,f,hamburg,hamburg-nord
2018-09-15,2,66.86,1500,1800,apartment,sophisticated,good,<40,100.2,t,t,t,t,f,hamburg,hamburg-nord
2018-09-15,3,66.49,742.69,925.69,ground_floor,average,good,60+,121.0,f,t,f,t,f,hamburg,mitte
2018-09-15,3,63.02,674.8,837.8,apartment,average,good,<60,145.0,f,t,f,f,f,hamburg,eimsbuettel
2018-09-15,3,79.78,1350,1574,appartment,sophisticated,first_time_use,<5,,t,t,f,t,t,hamburg,altona
2018-09-15,3,76,1100,1260,apartment,sophisticated,mint_condition,<10,,t,t,f,t,t,hamburg,eimsbuettel
2018-09-15,3,80,1240,1450,apartment,average,first_time_use_after_refurbishment,60+,145.21,f,t,f,f,t,hamburg,hamburg-nord
2018-09-15,3,62.91,701.45,873.45,ground_floor,average,good,60+,122.0,f,t,f,f,f,hamburg,mitte
2018-09-15,3,70,780,950,terraced_flat,average,good,60+,,f,t,f,t,f,hamburg,altona
2018-09-15,4,74.49,1020,1215,terraced_flat,average,good,60+,121.21,f,t,t,f,f,hamburg,eimsbuettel
2018-09-15,4,80,970,1170,apartment,sophisticated,mint_condition,<5,,t,t,f,t,f,hamburg,altona
2018-09-16,1,18,548,548,apartment,normal,good,60+,,t,t,t,t,f,hamburg,wandsbek
2018-09-16,1,25.51,280,385,apartment,simple,good,<30,,t,f,f,t,f,hamburg,bergedorf
2018-09-16,1,35,520,600,apartment,average,good,<60,,f,t,f,t,f,hamburg,eimsbuettel
2018-09-16,1,30,365,415,apartment,average,good,60+,,f,t,f,t,f,hamburg,hamburg-nord
2018-09-16,1,30.07,750,853.35,apartment,sophisticated,first_time_use,<5,82.0,t,t,f,t,f,hamburg,altona
2018-09-16,2,62,680,820,apartment,sophisticated,renovated,<60,179.0,f,t,t,t,f,hamburg,hamburg-nord
2018-09-16,2,47.9,588,755,appartment,average,good,60+,,f,f,f,f,f,hamburg,mitte
2018-09-16,2,60,900,1100,apartment,sophisticated,first_time_use,<5,,t,t,f,t,f,hamburg,mitte
2018-09-16,2,65,650,800,ground_floor,normal,good,<50,234.7,f,t,f,t,f,hamburg,hamburg-nord
2018-09-16,3,54,720,850,appartment,average,good,60+,,f,t,f,t,f,hamburg,hamburg-nord
2018-09-16,3,62,560,655,apartment,simple,renovated,60+,,f,f,f,f,f,hamburg,bergedorf
2018-09-16,3,58,887,887,appartment,average,good,60+,,f,f,f,f,f,hamburg,hamburg-nord
2018-09-16,3,80.2,938.34,1233.17,apartment,sophisticated,mint_condition,<5,45.0,t,t,f,t,t,hamburg,bergedorf
2018-09-16,3,64,1000,1250,apartment,sophisticated,good,<30,94.1,f,t,f,t,f,hamburg,hamburg-nord
2018-09-16,3,91.65,1490,1800,maisonette,average,good,60+,,f,t,f,t,f,hamburg,hamburg-nord
2018-09-16,3,62.5,625,790,appartment,normal,good,60+,160.0,f,t,f,t,f,hamburg,mitte
2018-09-16,3,76,780,960,apartment,average,good,60+,,f,t,f,t,f,hamburg,eimsbuettel
2018-09-16,4,73,998,1148,apartment,sophisticated,renovated,60+,,f,t,t,t,f,hamburg,wandsbek
2018-09-16,4,98,1200,1400,ground_floor,average,mint_condition,<5,39.0,f,t,t,t,f,hamburg,bergedorf
2018-09-17,1,25,560,690,apartment,average,renovated,60+,126.4,f,f,f,f,f,hamburg,eimsbuettel
2018-09-17,1,26.2,340,470,apartment,average,good,60+,104.85,t,f,f,f,f,hamburg,hamburg-nord
2018-09-17,1,37.74,249.46,357.55,ground_floor,average,good,<60,227.0,t,t,f,f,f,hamburg,altona
2018-09-17,1,105,1527.75,1785,apartment,sophisticated,good,60+,,f,f,t,t,f,hamburg,altona
2018-09-17,1,36.29,236.25,366.25,apartment,average,good,<50,167.8,f,f,f,f,f,hamburg,mitte
2018-09-17,1,49,864.85,120.26,apartment,sophisticated,good,60+,,f,f,t,t,f,hamburg,altona
2018-09-17,1,58,770,850,roof_storey,sophisticated,renovated,60+,,f,f,f,t,f,hamburg,eimsbuettel
2018-09-17,1,34,415,525,apartment,normal,good,<60,189.4,t,f,f,t,f,hamburg,eimsbuettel
2018-09-17,1,20.15,339,424,appartment,average,good,60+,141.0,f,f,f,f,f,hamburg,hamburg-nord
2018-09-17,1,20.15,349,434,appartment,average,renovated,60+,141.0,f,f,f,f,f,hamburg,hamburg-nord
2018-09-17,1,70,1085,1281.7,apartment,sophisticated,good,60+,,t,f,f,t,t,hamburg,mitte
2018-09-17,1,22,338,418,appartment,average,good,60+,141.0,f,f,f,f,f,hamburg,eimsbuettel
2018-09-17,2,63,588,723,appartment,average,good,60+,128.0,f,f,f,f,f,hamburg,hamburg-nord
2018-09-17,2,58.7,1060,1240,roof_storey,sophisticated,first_time_use,<5,11.6,t,t,f,t,f,hamburg,eimsbuettel
2018-09-17,2,44.79,745,900,apartment,average,good,60+,134.0,f,f,f,f,f,hamburg,eimsbuettel
2018-09-17,2,74.71,1262.43,1432.43,apartment,normal,good,<10,105.8,f,t,f,t,f,hamburg,hamburg-nord
2018-09-17,2,65.55,787,977,appartment,average,good,60+,66.0,f,t,f,f,f,hamburg,hamburg-nord
2018-09-17,2,52,832,972,apartment,normal,good,<50,102.0,f,t,t,t,f,hamburg,altona
2018-09-17,2,62,705,915,apartment,average,good,60+,,f,t,f,t,f,hamburg,altona
2018-09-17,2,50,618,758,appartment,average,good,60+,137.0,f,f,f,f,f,hamburg,eimsbuettel
2018-09-17,2,48,770,850,ground_floor,average,first_time_use_after_refurbishment,60+,,f,f,f,t,f,hamburg,hamburg-nord
2018-09-17,2,65,885,1160,apartment,sophisticated,mint_condition,<5,16.9,t,t,f,t,f,hamburg,wandsbek
2018-09-17,2,71,650,895,roof_storey,normal,good,<50,209.0,f,t,f,t,f,hamburg,eimsbuettel
2018-09-17,2,49,637,759.7,apartment,normal,good,60+,,f,t,f,t,f,hamburg,eimsbuettel
2018-09-17,2,70,828,998,appartment,average,good,60+,131.0,f,f,f,f,f,hamburg,eimsbuettel
2018-09-17,2,49.08,304.3,456.44,apartment,sophisticated,mint_condition,<5,19.36,t,t,f,t,f,hamburg,harburg
2018-09-17,2,40,600,725,apartment,average,good,<10,58.7,t,t,f,t,f,hamburg,altona
2018-09-17,2,56.32,795,1015,ground_floor,sophisticated,good,<10,24.6,t,t,t,t,f,hamburg,hamburg-nord
2018-09-17,2,64,380.39,616.39,appartment,average,good,<60,116.0,f,t,f,f,f,hamburg,wandsbek
2018-09-17,2,53,372.84,482.9,appartment,average,good,60+,224.0,f,t,f,f,f,hamburg,harburg
2018-09-17,2,49.93,795,965,apartment,sophisticated,good,60+,147.1,f,t,f,t,f,hamburg,hamburg-nord
2018-09-17,2,36,550,625,roof_storey,sophisticated,good,<40,148.4,f,t,f,t,f,hamburg,hamburg-nord
2018-09-17,3,67,620,740,ground_floor,normal,renovated,60+,220.3,f,f,t,t,f,hamburg,mitte
2018-09-17,3,71.15,620,760,apartment,average,good,<50,96.5,f,t,f,f,f,hamburg,mitte
2018-09-17,3,67,523,709,ground_floor,normal,good,<60,96.0,f,t,f,t,f,hamburg,wandsbek
2018-09-17,3,67,660,800,apartment,average,good,60+,,f,t,f,f,f,hamburg,wandsbek
2018-09-17,3,45.73,657.3,720.3,raised_ground_floor,normal,good,60+,197.5,f,f,f,f,f,hamburg,eimsbuettel
2018-09-17,3,74.5,695,888,apartment,normal,good,<50,121.46,f,t,f,f,t,hamburg,wandsbek
2018-09-17,3,89.97,950.08,1198.08,apartment,average,good,60+,68.7,t,t,f,t,f,hamburg,hamburg-nord
2018-09-17,3,76.84,653,896,roof_storey,average,good,<30,,f,t,f,t,f,hamburg,eimsbuettel
2018-09-17,3,83.36,820,1060,apartment,sophisticated,mint_condition,<30,,f,t,t,t,f,hamburg,harburg
2018-09-17,3,75,595,765,appartment,average,good,60+,128.0,f,f,f,f,f,hamburg,hamburg-nord
2018-09-17,3,74,710,860,apartment,sophisticated,renovated,<40,108.0,f,t,f,t,f,hamburg,bergedorf
2018-09-17,3,58,698,838,appartment,average,good,60+,150.0,f,f,f,f,f,hamburg,eimsbuettel
2018-09-17,3,87.2,1264.4,1526,apartment,sophisticated,mint_condition,<5,72.0,t,t,f,t,f,hamburg,altona
2018-09-17,3,58,568,698,apartment,average,good,60+,141.0,f,f,f,f,f,hamburg,wandsbek
2018-09-17,3,82,565.52,839.61,appartment,average,good,<60,,f,t,f,f,f,hamburg,altona
2018-09-17,3,79,1198,1324,apartment,average,renovated,60+,,f,t,f,f,f,hamburg,eimsbuettel
2018-09-17,3,74.88,936,1102,apartment,average,good,60+,125.1,f,t,f,t,f,hamburg,wandsbek
2018-09-17,3,130,1500,1990,ground_floor,sophisticated,renovated,60+,,f,t,t,t,t,hamburg,altona
2018-09-17,3,58.91,394.7,504.7,roof_storey,average,good,<30,101.0,f,f,f,t,f,hamburg,harburg
2018-09-17,3,75.09,1084,1325,apartment,average,good,<5,47.7,t,t,f,f,f,hamburg,altona
2018-09-17,3,81.66,1179,1441,apartment,average,good,<5,47.5,t,t,f,f,f,hamburg,altona
2018-09-17,3,87.9,1228,1431,apartment,average,good,<10,58.7,t,t,f,t,t,hamburg,altona
2018-09-17,3,48,708,838,apartment,sophisticated,good,60+,148.4,f,t,f,t,f,hamburg,hamburg-nord
2018-09-17,3,85.21,1278,1520,apartment,average,good,60+,112.0,t,f,f,f,f,hamburg,hamburg-nord
2018-09-17,3,70,810,1000,roof_storey,average,good,60+,,f,f,t,t,f,hamburg,eimsbuettel
2018-09-17,3,73,540.72,735.36,appartment,average,good,<60,154.0,f,t,f,f,f,hamburg,harburg
2018-09-17,3,64.42,1030,1250,apartment,sophisticated,good,60+,147.1,f,t,f,t,f,hamburg,hamburg-nord
2018-09-17,3,83.86,1345,1345,roof_storey,sophisticated,first_time_use,60+,,f,f,f,t,f,hamburg,eimsbuettel
2018-09-17,4,80,749,959,roof_storey,average,renovated,60+,,f,f,f,t,f,hamburg,mitte
2018-09-17,4,122.26,1298,1628,appartment,average,good,<20,70.8,t,t,f,t,t,hamburg,eimsbuettel
2018-09-17,4,62,650,777,apartment,sophisticated,renovated,60+,136.0,f,f,f,f,f,hamburg,hamburg-nord
2018-09-17,4,82.45,611.78,824.78,ground_floor,average,good,60+,85.9,f,t,f,f,f,hamburg,harburg
2018-09-17,4,91,1000,1170,appartment,normal,renovated,<50,107.5,t,t,f,t,t,hamburg,wandsbek
2018-09-17,4,109,1095,1380,appartment,average,good,60+,,f,f,f,f,f,hamburg,hamburg-nord
2018-09-18,1,30,161.08,390.81,appartment,average,good,<50,190.0,f,f,f,t,f,hamburg,wandsbek
2018-09-18,1,33.61,262.16,372.16,apartment,average,good,<60,128.0,t,t,f,t,f,hamburg,harburg
2018-09-18,1,27,230,310,apartment,simple,good,<60,,f,t,f,f,f,hamburg,wandsbek
2018-09-18,1,36.92,420,530,ground_floor,normal,good,<60,135.0,f,t,f,t,f,hamburg,eimsbuettel
2018-09-18,1,31.46,300,400,apartment,normal,good,60+,134.0,f,f,f,t,f,hamburg,hamburg-nord
2018-09-18,1,38,475,610,apartment,normal,good,60+,134.0,f,t,f,t,f,hamburg,eimsbuettel
2018-09-18,1,42,380,480,ground_floor,average,good,60+,,f,t,f,f,f,hamburg,mitte
2018-09-18,1,30.5,370,490,appartment,normal,good,<40,,t,t,f,t,f,hamburg,eimsbuettel
2018-09-18,1,37,800,1000,apartment,sophisticated,good,60+,,f,t,f,f,f,hamburg,hamburg-nord
2018-09-18,1,27,206.99,287.72,appartment,average,good,<30,126.0,f,t,f,f,f,hamburg,harburg
2018-09-18,2,66,1030,1030,appartment,average,good,60+,,f,t,f,t,f,hamburg,hamburg-nord
2018-09-18,2,47.8,520,778,apartment,average,good,60+,,f,t,f,f,f,hamburg,hamburg-nord
2018-09-18,2,54.1,950,1050,apartment,sophisticated,renovated,60+,161.8,f,f,f,t,f,hamburg,eimsbuettel
2018-09-18,2,46.93,328.51,493.51,ground_floor,average,renovated,60+,,f,t,f,f,f,hamburg,mitte
2018-09-18,2,79.52,800,990,terraced_flat,average,renovated,<40,100.0,f,t,f,f,f,hamburg,wandsbek
2018-09-18,2,48.7,560,690,apartment,normal,renovated,60+,134.0,f,t,t,t,f,hamburg,hamburg-nord
2018-09-18,2,62.48,637.3,790.3,appartment,average,good,<30,,f,t,f,t,f,hamburg,eimsbuettel
2018-09-18,2,46,470,600,roof_storey,normal,good,60+,,f,f,t,t,f,hamburg,altona
2018-09-18,2,57.5,729,852,ground_floor,average,good,<20,76.0,f,f,t,t,f,hamburg,hamburg-nord
2018-09-18,2,50,780,940,roof_storey,normal,renovated,60+,,f,f,f,f,f,hamburg,altona
2018-09-18,2,65.86,932,1179,apartment,average,good,60+,132.0,f,f,f,t,t,hamburg,mitte
2018-09-18,2,40.31,675,760,apartment,sophisticated,first_time_use_after_refurbishment,60+,96.0,f,f,f,t,f,hamburg,eimsbuettel
2018-09-18,2,70,695,795,roof_storey,normal,good,60+,120.7,f,t,f,t,f,hamburg,altona
2018-09-18,2,44.6,738.58,893.58,apartment,normal,good,<10,54.0,t,t,f,t,f,hamburg,eimsbuettel
2018-09-18,2,52.89,655,790,appartment,average,first_time_use_after_refurbishment,60+,,f,f,f,f,f,hamburg,wandsbek
2018-09-18,2,63.74,630,805,roof_storey,average,good,<30,88.4,f,f,f,t,f,hamburg,wandsbek
2018-09-18,2,63,980,1130,apartment,sophisticated,good,<10,70.5,f,t,f,t,f,hamburg,altona
2018-09-18,2,54.79,550,770,apartment,average,good,<30,140.0,t,t,f,t,f,hamburg,bergedorf
2018-09-18,2,61.9,910,1085,apartment,average,good,<5,58.1,t,t,f,t,f,hamburg,mitte
2018-09-18,2,50,725,819,apartment,average,good,60+,115.0,f,t,f,t,f,hamburg,hamburg-nord
2018-09-18,2,64,888,1068,roof_storey,normal,renovated,60+,,f,f,f,t,f,hamburg,hamburg-nord
2018-09-18,2,60,775,940,apartment,sophisticated,renovated,60+,,f,t,t,t,f,hamburg,eimsbuettel
2018-09-18,2,50,690,835,apartment,sophisticated,renovated,<40,119.0,f,t,t,t,f,hamburg,eimsbuettel
2018-09-18,2,68,850,1038,ground_floor,normal,first_time_use_after_refurbishment,60+,119.0,f,f,f,t,f,hamburg,mitte
2018-09-18,2,49.08,649,799,appartment,average,good,60+,161.0,f,f,f,t,f,hamburg,hamburg-nord
2018-09-18,2,34.04,750,860,ground_floor,average,renovated,60+,108.6,f,f,f,t,f,hamburg,mitte
2018-09-18,3,111.25,1613.16,2049.16,apartment,average,mint_condition,<10,86.8,t,f,f,t,f,hamburg,mitte
2018-09-18,3,79.91,467.19,607.19,appartment,average,good,<30,,f,f,f,f,f,hamburg,harburg
2018-09-18,3,100,1700,1980,apartment,average,first_time_use,<5,,f,t,f,t,t,hamburg,eimsbuettel
2018-09-18,3,74,900,1070,apartment,normal,renovated,60+,122.0,f,f,t,t,f,hamburg,hamburg-nord
2018-09-18,3,90.7,1328.76,1603.76,apartment,average,good,<10,67.0,t,t,f,f,f,hamburg,altona
2018-09-18,3,64,809,999,appartment,sophisticated,good,60+,120.6,f,t,f,t,f,hamburg,mitte
2018-09-18,3,65,950,1120,apartment,normal,good,60+,139.0,f,f,f,t,f,hamburg,hamburg-nord
2018-09-18,3,74,825,1049,roof_storey,normal,good,<50,345.69,f,t,f,t,f,hamburg,altona
2018-09-18,3,69.1,599.78,833.79,ground_floor,normal,good,<30,154.0,f,t,f,t,f,hamburg,harburg
2018-09-18,3,120,1700,1940,ground_floor,average,good,60+,98.9,f,t,f,t,t,hamburg,altona
2018-09-18,3,76.73,755,970,roof_storey,average,good,<30,104.0,f,t,f,f,f,hamburg,wandsbek
2018-09-18,3,83,997.6,1212.6,apartment,normal,good,<20,,f,t,t,t,f,hamburg,hamburg-nord
2018-09-18,3,72.5,546.65,740,roof_storey,average,good,<50,,f,f,f,t,f,hamburg,harburg
2018-09-18,3,76.6,999,1193,apartment,average,first_time_use_after_refurbishment,60+,108.3,f,f,f,t,f,hamburg,hamburg-nord
2018-09-18,3,100.9,1620,1910,apartment,average,mint_condition,<10,49.0,t,t,f,f,t,hamburg,hamburg-nord
2018-09-18,3,71,750,970,apartment,sophisticated,mint_condition,<20,,t,t,f,t,t,hamburg,wandsbek
2018-09-18,3,66.5,798,984,apartment,sophisticated,renovated,<50,165.1,t,t,f,t,f,hamburg,wandsbek
2018-09-18,3,72.14,721.4,926.4,appartment,average,good,<30,75.0,f,t,f,t,f,hamburg,bergedorf
2018-09-18,3,66.32,975,1180,apartment,sophisticated,first_time_use_after_refurbishment,60+,41.2,f,t,f,t,f,hamburg,eimsbuettel
2018-09-18,3,67,411.38,585.61,appartment,average,good,<60,142.0,f,t,f,f,f,hamburg,harburg
2018-09-18,3,63.64,585.49,736.49,apartment,average,good,60+,174.6,f,t,f,f,f,hamburg,bergedorf
2018-09-18,4,83.92,970,1245,apartment,average,good,60+,137.9,f,t,f,t,f,hamburg,mitte
2018-09-18,4,129.7,1940,2377,roof_storey,sophisticated,renovated,<10,74.1,t,t,t,t,t,hamburg,hamburg-nord
2018-09-18,4,92.16,799.95,1049.95,apartment,normal,good,<30,154.0,f,t,f,t,f,hamburg,harburg
2018-09-19,1,47.73,811.41,978.47,apartment,average,good,<30,,t,f,f,t,f,hamburg,hamburg-nord
2018-09-19,1,28,220.88,313.03,appartment,average,good,60+,,f,f,f,f,f,hamburg,mitte
2018-09-19,1,35.48,510,510,apartment,sophisticated,good,60+,,f,f,f,t,f,hamburg,eimsbuettel
2018-09-19,1,12,446,496,apartment,average,good,60+,,f,f,f,t,f,hamburg,wandsbek
2018-09-19,1,36,395,495,ground_floor,average,good,<50,158.5,f,f,f,t,f,hamburg,wandsbek
2018-09-19,1,41.83,366,466,roof_storey,average,good,<50,144.4,t,t,f,f,f,hamburg,bergedorf
2018-09-19,1,36,575,675,apartment,sophisticated,mint_condition,60+,,f,t,f,t,f,hamburg,hamburg-nord
2018-09-19,1,18,400,570,raised_ground_floor,average,good,60+,,f,f,f,f,f,hamburg,eimsbuettel
2018-09-19,1,35.59,605.03,729.6,apartment,average,good,<30,,t,t,f,t,f,hamburg,hamburg-nord
2018-09-19,1,51.54,876.18,1056.57,apartment,average,good,<30,,t,f,f,t,f,hamburg,hamburg-nord
2018-09-19,2,53,595,745,apartment,normal,renovated,<60,130.0,f,t,f,f,f,hamburg,wandsbek
2018-09-19,2,42.5,495.71,629.71,ground_floor,average,good,60+,133.0,f,t,f,f,f,hamburg,mitte
2018-09-19,2,52.5,920,1104,apartment,normal,good,60+,,f,f,f,t,f,hamburg,altona
2018-09-19,2,54,600,820,apartment,average,good,<50,165.52,t,t,f,t,f,hamburg,eimsbuettel
2018-09-19,2,63,750,930,roof_storey,normal,good,<20,,f,t,t,t,f,hamburg,wandsbek
2018-09-19,2,57.8,415,560,apartment,average,good,<60,104.5,f,t,f,t,f,hamburg,eimsbuettel
2018-09-19,2,42.47,193.38,289.38,apartment,average,renovated,<50,149.2,t,t,f,f,f,hamburg,mitte
2018-09-19,2,58.3,525,699,appartment,average,good,60+,133.0,f,f,f,f,f,hamburg,mitte
2018-09-19,2,38.4,395,500,apartment,average,renovated,<30,173.42,f,t,f,t,f,hamburg,harburg
2018-09-19,2,69.94,605.68,800.68,ground_floor,normal,good,60+,152.0,f,f,f,f,f,hamburg,hamburg-nord
2018-09-19,2,72.78,706,976,roof_storey,average,good,<40,123.7,f,t,f,f,f,hamburg,wandsbek
2018-09-19,2,100,1295,1609,appartment,average,good,<30,78.0,t,t,f,t,t,hamburg,wandsbek
2018-09-19,2,63,750,920,maisonette,sophisticated,good,<30,,f,f,f,t,f,hamburg,eimsbuettel
2018-09-19,2,57.75,596,781,appartment,sophisticated,good,<30,91.0,f,t,f,t,f,hamburg,mitte
2018-09-19,2,42.21,450,550,apartment,average,good,60+,204.6,f,f,f,f,f,hamburg,altona
2018-09-19,2,55,480,615,half_basement,average,good,60+,138.0,f,f,t,t,f,hamburg,bergedorf
2018-09-19,2,67,1340,1480,maisonette,average,good,<5,82.1,t,f,f,t,t,hamburg,eimsbuettel
2018-09-19,3,67.36,774.64,994.64,roof_storey,average,good,<40,132.0,f,t,f,t,f,hamburg,altona
2018-09-19,3,73.33,748,931,apartment,normal,good,<40,135.0,f,t,f,f,f,hamburg,wandsbek
2018-09-19,3,57,389.23,549.21,appartment,average,good,60+,136.0,f,t,f,f,f,hamburg,altona
2018-09-19,3,107.76,1401,1681,appartment,average,good,<10,81.4,f,t,f,f,t,hamburg,mitte
2018-09-19,3,89,880,955,half_basement,average,renovated,60+,,f,f,f,t,f,hamburg,altona
2018-09-19,3,55,650,720,apartment,average,good,60+,,f,t,f,t,f,hamburg,wandsbek
2018-09-19,3,65.5,680,810,ground_floor,average,good,60+,,f,t,f,t,f,hamburg,hamburg-nord
2018-09-19,3,92,870,999,apartment,average,good,60+,232.2,f,t,f,t,f,hamburg,hamburg-nord
2018-09-19,3,63.61,650,785,ground_floor,average,good,<60,180.2,f,t,f,t,f,hamburg,mitte
2018-09-19,3,66,1100,1300,appartment,sophisticated,renovated,60+,133.0,f,t,f,t,f,hamburg,hamburg-nord
2018-09-19,3,90.4,1710.24,1987.24,apartment,sophisticated,mint_condition,<10,74.2,t,t,f,f,t,hamburg,hamburg-nord
2018-09-19,3,81.71,1225.65,1511.64,apartment,average,good,<30,,t,t,f,t,t,hamburg,hamburg-nord
2018-09-19,3,68.7,699,839,apartment,sophisticated,renovated,60+,158.0,f,f,f,t,f,hamburg,wandsbek
2018-09-19,3,70.58,846,976,apartment,normal,good,60+,,f,f,f,f,f,hamburg,mitte
2018-09-19,3,77.67,736.31,991.31,apartment,average,good,<40,151.0,t,t,f,f,f,hamburg,eimsbuettel
2018-09-19,3,81.66,1090.98,1352.98,apartment,average,good,<5,47.5,t,t,f,f,f,hamburg,altona
2018-09-19,3,83.28,1029.08,1184.08,ground_floor,average,good,<5,48.98,f,t,t,t,f,hamburg,bergedorf
2018-09-19,3,64,552,742,apartment,average,good,<60,109.5,f,t,f,f,f,hamburg,hamburg-nord
2018-09-19,3,97.93,990,1080,roof_storey,normal,first_time_use_after_refurbishment,60+,178.9,f,f,f,t,f,hamburg,hamburg-nord
2018-09-19,3,79,1067,1215,apartment,average,good,60+,,f,t,f,t,f,hamburg,mitte
2018-09-19,3,68,415.83,796.37,appartment,average,good,<60,,f,t,f,f,f,hamburg,wandsbek
2018-09-19,3,53,765,920,apartment,sophisticated,good,60+,87.0,f,f,f,t,f,hamburg,mitte
2018-09-19,3,71.32,710,865,apartment,normal,good,<60,84.7,f,t,f,t,f,hamburg,mitte
2018-09-19,3,90,1290,1497,raised_ground_floor,sophisticated,first_time_use,<5,,t,t,t,t,t,hamburg,wandsbek
2018-09-19,3,68,490,590,apartment,average,good,60+,103.0,f,t,f,f,f,hamburg,harburg
2018-09-19,3,66,402.67,634.36,appartment,average,good,<60,129.0,f,t,f,t,f,hamburg,altona
2018-09-19,3,98.97,1188,1438,apartment,sophisticated,good,<5,39.6,t,t,f,t,t,hamburg,harburg
2018-09-19,3,68,412.72,527.44,appartment,average,good,<30,,f,t,f,f,f,hamburg,wandsbek
2018-09-19,3,58.8,529,726,appartment,average,good,60+,164.0,f,f,f,f,f,hamburg,wandsbek
2018-09-19,4,120,2100,2390,apartment,sophisticated,renovated,60+,88.6,t,t,f,t,t,hamburg,eimsbuettel
2018-09-19,4,109,1650,1950,appartment,average,renovated,60+,136.0,f,t,f,t,t,hamburg,hamburg-nord
2018-09-19,4,135,1400,1850,roof_storey,sophisticated,renovated,<50,159.5,f,t,f,t,t,hamburg,wandsbek
2018-09-19,4,83.74,670,930,appartment,average,good,<60,105.0,f,f,f,f,t,hamburg,hamburg-nord
2018-09-20,1,34,360,477,apartment,average,good,60+,171.0,f,f,f,f,f,hamburg,hamburg-nord
2018-09-20,1,35.59,333.48,438,apartment,normal,good,<60,92.0,f,t,f,t,f,hamburg,mitte
2018-09-20,1,27.13,370,500,apartment,average,good,<50,257.0,f,f,f,f,f,hamburg,altona
2018-09-20,1,36.46,289.86,371.86,apartment,average,good,60+,129.2,f,f,f,f,f,hamburg,mitte
2018-09-20,1,43,268.25,515.66,appartment,average,good,<50,,f,t,f,t,f,hamburg,mitte
2018-09-20,1,30.5,449,559,appartment,average,good,60+,179.0,f,t,f,f,f,hamburg,hamburg-nord
2018-09-20,1,21,600,690,apartment,average,renovated,60+,83.2,f,t,t,t,f,hamburg,mitte
2018-09-20,1,34.65,333,446,appartment,average,good,<60,144.0,t,f,f,f,f,hamburg,hamburg-nord
2018-09-20,2,59.81,598,757,appartment,average,good,<30,109.0,f,t,f,f,f,hamburg,wandsbek
2018-09-20,2,55,450,650,roof_storey,average,good,<60,224.0,f,f,f,t,f,hamburg,harburg
2018-09-20,2,73.38,1550,1840,appartment,average,good,<5,23.0,t,t,f,t,f,hamburg,mitte
2018-09-20,2,77.45,786.7,1034.7,apartment,average,good,<10,57.6,t,t,f,t,f,hamburg,wandsbek
2018-09-20,2,57.5,617.55,787.55,roof_storey,normal,good,<30,120.3,f,t,f,t,f,hamburg,hamburg-nord
2018-09-20,2,49.87,479,649,apartment,normal,renovated,60+,104.0,f,f,f,t,f,hamburg,harburg
2018-09-20,2,43,443,585,roof_storey,average,good,<30,136.0,f,f,f,f,f,hamburg,wandsbek
2018-09-20,2,54,550,694,apartment,average,good,60+,118.0,f,f,f,t,f,hamburg,eimsbuettel
2018-09-20,2,65,990,1130,apartment,sophisticated,first_time_use,<5,,t,t,f,t,f,hamburg,wandsbek
2018-09-20,2,40,815,955,apartment,average,good,60+,,f,f,f,t,f,hamburg,mitte
2018-09-20,2,61.7,1024.74,1217.74,apartment,sophisticated,good,<10,74.2,t,t,t,t,f,hamburg,mitte
2018-09-20,2,40,586,706,roof_storey,sophisticated,renovated,<30,,f,f,f,t,f,hamburg,hamburg-nord
2018-09-20,2,58.3,525,699,appartment,average,good,60+,133.0,f,f,f,f,f,hamburg,mitte
2018-09-20,3,110,1490,1790,raised_ground_floor,average,good,<10,48.8,t,f,f,t,f,hamburg,eimsbuettel
2018-09-20,3,63,620,750,apartment,normal,renovated,60+,127.0,f,t,f,t,f,hamburg,harburg
2018-09-20,3,85.8,1346.08,1585.08,apartment,sophisticated,good,<10,74.2,t,t,t,t,f,hamburg,mitte
2018-09-20,3,57.96,610,780,ground_floor,average,good,60+,184.8,f,f,t,f,f,hamburg,hamburg-nord
2018-09-20,3,99.54,1666,1971,roof_storey,average,good,<10,63.8,t,t,f,t,t,hamburg,hamburg-nord
2018-09-20,3,72.45,780,950,roof_storey,normal,renovated,60+,273.0,f,f,f,t,f,hamburg,wandsbek
2018-09-20,3,94,1200,1370,apartment,sophisticated,good,<30,80.0,t,t,f,t,t,hamburg,eimsbuettel
2018-09-20,3,56,865,1024.4,apartment,average,good,60+,153.0,f,t,f,f,f,hamburg,hamburg-nord
2018-09-20,3,80.28,1159,1416,penthouse,average,good,<5,49.1,t,f,f,f,f,hamburg,altona
2018-09-20,3,63.8,666.34,813.34,apartment,average,good,<60,65.0,f,t,f,f,f,hamburg,eimsbuettel
