date,cnt_rooms,flat_area,rent_base,rent_total,flat_type,flat_interior_quality,flat_condition,flat_age,flat_thermal_characteristic,has_elevator,has_balcony,has_garden,has_kitchen,has_guesttoilet,geo_city,geo_city_part
2018-11-13,2,58,419.97,589.1,appartment,average,good,<60,84.0,f,t,f,f,f,hamburg,wandsbek
2018-11-13,2,46,454.32,603.42,apartment,average,good,<50,98.0,f,t,f,f,f,hamburg,altona
2018-11-13,2,58.13,655,785,apartment,sophisticated,renovated,<50,,t,t,f,t,f,hamburg,wandsbek
2018-11-13,2,61,700,875,appartment,sophisticated,renovated,<30,,t,t,f,t,f,hamburg,altona
2018-11-13,2,65,715,875,appartment,normal,good,60+,,f,t,f,t,f,hamburg,hamburg-nord
2018-11-13,2,54.44,616.18,732.18,apartment,average,good,60+,114.0,f,t,f,f,f,hamburg,hamburg-nord
2018-11-13,2,51.16,674,870,ground_floor,average,good,60+,,f,f,f,t,f,hamburg,hamburg-nord
2018-11-13,2,62,637,857,apartment,average,good,<60,179.0,f,f,f,f,f,hamburg,hamburg-nord
2018-11-13,2,53.5,570,715,apartment,normal,good,60+,145.4,f,f,f,f,f,hamburg,hamburg-nord
2018-11-13,2,74,1100,1180,maisonette,sophisticated,renovated,60+,142.0,f,f,t,t,f,hamburg,altona
2018-11-13,2,56,710,845,raised_ground_floor,sophisticated,renovated,<60,,f,t,f,t,f,hamburg,hamburg-nord
2018-11-13,2,56.74,540,755,apartment,normal,good,<60,138.0,f,t,f,t,f,hamburg,bergedorf
2018-11-13,2,53.94,917,1059,apartment,average,good,60+,114.0,f,t,f,f,f,hamburg,altona
2018-11-13,2,43.81,750,830,apartment,average,good,60+,134.6,f,f,f,t,f,hamburg,altona
2018-11-13,2,53,638,774,apartment,normal,good,60+,178.0,f,f,f,t,f,hamburg,mitte
2018-11-13,2,61,610,875,appartment,average,renovated,<50,137.0,f,t,f,f,f,hamburg,wandsbek
2018-11-13,2,52,515,694,apartment,normal,good,60+,136.0,f,t,f,t,f,hamburg,eimsbuettel
2018-11-13,2,41,268.75,479.19,appartment,average,good,<50,,f,t,f,f,f,hamburg,wandsbek
2018-11-13,2,74,820,900,appartment,normal,renovated,60+,142.0,f,t,t,t,f,hamburg,altona
2018-11-13,2,71,972,1262,apartment,average,good,60+,,t,t,f,t,f,hamburg,eimsbuettel
2018-11-13,2,43,750,845,apartment,sophisticated,first_time_use_after_refurbishment,60+,123.5,f,t,t,t,f,hamburg,hamburg-nord
2018-11-13,3,71.68,674.84,860.84,apartment,average,good,<60,89.0,f,t,f,f,f,hamburg,eimsbuettel
2018-11-13,3,76.46,1300,1444,apartment,average,good,60+,190.0,f,f,f,f,f,hamburg,hamburg-nord
2018-11-13,3,75,825,995,apartment,average,mint_condition,60+,,f,f,f,f,f,hamburg,wandsbek
2018-11-13,3,67,737,931,appartment,average,renovated,60+,93.9,f,t,f,f,f,hamburg,wandsbek
2018-11-13,3,66.39,353.7,553.7,apartment,average,good,<40,116.0,f,t,t,t,f,hamburg,harburg
2018-11-13,3,66,620,720,appartment,average,good,60+,,f,t,f,t,f,hamburg,wandsbek
2018-11-13,3,71.06,790,955,appartment,average,good,<60,135.0,f,t,f,t,f,hamburg,hamburg-nord
2018-11-13,3,58.8,550,747,appartment,average,good,60+,164.0,f,f,f,f,f,hamburg,wandsbek
2018-11-13,3,86,900,1140,ground_floor,average,good,<30,,f,t,t,t,f,hamburg,hamburg-nord
2018-11-13,3,61.41,536.11,683.61,appartment,average,good,60+,,f,t,f,f,f,hamburg,wandsbek
2018-11-13,3,78.93,582,724,appartment,average,good,<30,75.0,f,f,f,f,f,hamburg,harburg
2018-11-13,3,64.71,599,719,ground_floor,average,good,60+,287.2,f,t,f,t,f,hamburg,wandsbek
2018-11-13,3,62,1000,1180,apartment,average,good,60+,144.0,f,t,f,t,f,hamburg,altona
2018-11-13,3,72.5,775,965,roof_storey,average,good,<5,57.5,f,t,f,t,f,hamburg,bergedorf
2018-11-13,3,85,995,1195,apartment,normal,good,60+,,f,t,f,t,t,hamburg,eimsbuettel
2018-11-13,3,60.83,669.13,860.13,apartment,average,good,60+,145.0,f,f,f,f,f,hamburg,bergedorf
2018-11-13,3,68,409.98,648.86,appartment,average,good,<60,174.0,f,t,f,f,f,hamburg,wandsbek
2018-11-13,3,67.68,637.83,797.83,apartment,average,good,<60,123.0,f,t,f,f,f,hamburg,eimsbuettel
2018-11-13,3,82.44,408.07,628.07,apartment,normal,good,<50,137.0,f,t,f,t,t,hamburg,wandsbek
2018-11-13,3,65.5,760,895,apartment,average,good,60+,86.32,f,t,f,t,f,hamburg,hamburg-nord
2018-11-13,3,78,1195,1373,apartment,normal,good,<10,64.0,t,t,f,t,f,hamburg,altona
2018-11-13,4,92,1425,1595,ground_floor,average,good,<60,65.4,f,t,f,t,f,hamburg,wandsbek
2018-11-13,4,110.27,1240.54,1580.54,apartment,sophisticated,mint_condition,<20,66.14,t,t,f,t,t,hamburg,wandsbek
2018-11-13,4,137,1301.5,1581.5,apartment,normal,good,<10,47.0,t,t,f,t,t,hamburg,altona
2018-11-13,4,90,1499,1599,apartment,average,first_time_use_after_refurbishment,60+,,f,t,f,f,f,hamburg,eimsbuettel
2018-11-13,4,85.1,631.44,852.44,ground_floor,average,good,60+,87.1,f,t,f,f,f,hamburg,harburg
2018-11-13,4,88,1325,1495,apartment,average,renovated,<60,65.4,f,t,f,t,f,hamburg,wandsbek
2018-11-13,4,127.93,2140,2445,apartment,average,mint_condition,<5,146.0,t,t,f,t,t,hamburg,hamburg-nord
2018-11-13,4,88.98,745,895,appartment,average,renovated,<60,,f,f,f,f,f,hamburg,wandsbek
2018-11-13,4,96,1100,1300,terraced_flat,average,good,60+,107.5,t,t,t,f,t,hamburg,wandsbek
2018-11-14,1,33.22,405.03,493.03,apartment,average,renovated,<60,122.7,f,t,f,t,f,hamburg,wandsbek
2018-11-14,1,18,390,510,raised_ground_floor,sophisticated,good,<30,119.6,f,f,t,t,f,hamburg,eimsbuettel
2018-11-14,1,37,488,578,appartment,average,good,60+,131.0,f,f,f,f,f,hamburg,eimsbuettel
2018-11-14,1,33.53,470,600,ground_floor,normal,renovated,60+,,f,t,f,t,f,hamburg,wandsbek
2018-11-14,1,19,369,477,appartment,average,good,60+,,t,f,t,t,f,hamburg,harburg
2018-11-14,2,60,798,918,penthouse,luxury,first_time_use,<5,,f,t,f,t,t,hamburg,wandsbek
2018-11-14,2,43.7,600,665,ground_floor,sophisticated,renovated,60+,158.0,f,f,f,t,f,hamburg,hamburg-nord
2018-11-14,2,60.16,357.35,502.35,apartment,average,good,<30,103.0,f,t,t,t,f,hamburg,harburg
2018-11-14,2,42,314.93,444.92,appartment,average,good,60+,186.0,f,f,f,f,f,hamburg,harburg
2018-11-14,2,76,1018,1223,apartment,average,good,60+,115.0,f,f,f,f,f,hamburg,hamburg-nord
2018-11-14,2,100,1400,1750,apartment,sophisticated,good,<50,,t,t,f,t,f,hamburg,eimsbuettel
2018-11-14,2,38,535,675,apartment,normal,renovated,60+,,f,f,f,t,f,hamburg,mitte
2018-11-14,2,70,610,750,roof_storey,normal,good,<60,,f,f,f,t,f,hamburg,eimsbuettel
2018-11-14,2,48.87,551.86,663.86,apartment,average,good,60+,149.0,f,f,f,f,f,hamburg,mitte
2018-11-14,2,55.57,446.23,580.23,apartment,average,good,<50,97.0,t,t,f,f,f,hamburg,wandsbek
2018-11-14,2,45,675,810,appartment,average,first_time_use,<30,128.0,t,f,f,f,f,hamburg,eimsbuettel
2018-11-14,2,57.7,606,746,half_basement,normal,first_time_use_after_refurbishment,60+,179.0,f,t,f,t,f,hamburg,eimsbuettel
2018-11-14,2,57.64,342.4,477.4,apartment,average,good,<30,103.0,f,t,t,t,f,hamburg,harburg
2018-11-14,2,42,520,597,apartment,normal,renovated,<60,,f,f,f,t,f,hamburg,wandsbek
2018-11-14,2,65,760,980,appartment,average,renovated,<40,141.0,t,t,f,f,f,hamburg,altona
2018-11-14,2,52,552,687,apartment,normal,good,<30,79.0,f,t,f,t,f,hamburg,eimsbuettel
2018-11-14,2,66,753,978,apartment,average,renovated,60+,115.4,f,t,f,f,f,hamburg,hamburg-nord
2018-11-14,2,76.97,770,1077,appartment,average,good,<50,,f,t,f,f,f,hamburg,eimsbuettel
2018-11-14,2,44,264.44,381.9,appartment,average,good,<50,106.0,f,t,f,f,f,hamburg,bergedorf
2018-11-14,2,40,375,502,apartment,average,good,60+,183.8,f,f,f,t,f,hamburg,wandsbek
2018-11-14,2,56,287,423,appartment,average,good,<40,143.0,f,f,f,f,f,hamburg,hamburg-nord
2018-11-14,2,57.46,660.79,921.79,roof_storey,average,first_time_use,60+,59.0,t,t,f,t,f,hamburg,bergedorf
2018-11-14,2,38,615,764,appartment,average,good,<10,55.29,f,t,f,t,f,hamburg,hamburg-nord
2018-11-14,2,81.48,1250,1500,ground_floor,average,good,<40,116.5,f,f,f,t,t,hamburg,hamburg-nord
2018-11-14,3,75,898,1128,ground_floor,average,good,<60,244.6,f,t,f,t,f,hamburg,altona
2018-11-14,3,80.1,841.05,1117.05,apartment,average,good,60+,,f,t,f,f,f,hamburg,bergedorf
2018-11-14,3,66,488.64,643.64,appartment,average,good,60+,,f,t,f,t,f,hamburg,harburg
2018-11-14,3,85.3,725,960,appartment,average,good,<30,124.0,f,t,f,f,f,hamburg,harburg
2018-11-14,3,63,882,1000,ground_floor,sophisticated,renovated,<60,62.0,f,t,f,t,f,hamburg,mitte
2018-11-14,3,80.4,1150,1350,maisonette,sophisticated,good,60+,148.2,f,t,f,t,f,hamburg,hamburg-nord
2018-11-14,3,62.78,600.87,752.87,ground_floor,average,renovated,<60,162.3,f,t,f,t,f,hamburg,wandsbek
2018-11-14,3,59,679,834,apartment,sophisticated,mint_condition,60+,,f,t,t,t,f,hamburg,wandsbek
2018-11-14,3,71.81,695.12,935.12,apartment,average,good,<50,92.98,t,t,f,f,f,hamburg,mitte
2018-11-14,3,82,1230,1480,apartment,sophisticated,good,<30,73.3,t,t,f,t,f,hamburg,eimsbuettel
2018-11-14,3,41,700,1050,apartment,average,good,60+,,f,f,f,t,f,hamburg,mitte
2018-11-14,3,66.86,690,926,ground_floor,average,good,<60,197.0,f,t,t,t,f,hamburg,mitte
2018-11-14,3,83.4,1500,1700,apartment,average,good,60+,,t,t,t,t,f,hamburg,hamburg-nord
2018-11-14,3,103.23,1555,1785,apartment,luxury,renovated,60+,154.3,f,t,f,t,t,hamburg,eimsbuettel
2018-11-14,3,49.86,574.65,736.65,roof_storey,average,good,60+,143.0,f,f,f,f,f,hamburg,hamburg-nord
2018-11-14,3,84.42,1070,1337,maisonette,sophisticated,first_time_use,<5,74.0,f,t,t,t,f,hamburg,wandsbek
2018-11-14,3,90.03,721,964,appartment,average,good,<60,105.0,f,f,f,f,t,hamburg,hamburg-nord
2018-11-14,3,73.7,730,810,apartment,normal,good,<20,89.3,f,t,f,t,f,hamburg,eimsbuettel
2018-11-14,3,61.28,606.67,780.67,apartment,average,renovated,<30,152.0,t,t,f,f,f,hamburg,hamburg-nord
2018-11-14,3,90.4,1375,1645,apartment,sophisticated,good,<20,38.4,t,t,f,t,t,hamburg,mitte
2018-11-14,3,71,750,960,apartment,sophisticated,renovated,<60,158.5,f,t,f,t,f,hamburg,eimsbuettel
2018-11-14,4,110,1750,1970,apartment,average,renovated,60+,111.9,f,t,f,t,f,hamburg,hamburg-nord
2018-11-14,4,93,1348.5,1588.5,appartment,average,good,60+,,t,t,f,t,f,hamburg,altona
2018-11-14,4,103.56,1240,1567,apartment,sophisticated,first_time_use,<5,74.0,t,t,t,t,t,hamburg,wandsbek
2018-11-14,4,91.2,1800,2074,raised_ground_floor,sophisticated,first_time_use,<5,41.3,t,t,t,t,f,hamburg,eimsbuettel
2018-11-14,4,102.29,1472.97,1879.97,apartment,average,good,<10,,t,t,f,t,f,hamburg,eimsbuettel
2018-11-15,1,30.1,689,749,roof_storey,sophisticated,mint_condition,60+,145.0,f,f,f,t,f,hamburg,hamburg-nord
2018-11-15,1,30.3,273,340,appartment,average,good,<60,125.7,f,f,f,f,f,hamburg,harburg
2018-11-15,1,11,330,430,apartment,average,good,60+,,t,f,t,t,t,hamburg,harburg
2018-11-15,1,32.24,550,630,roof_storey,average,good,60+,143.7,f,f,f,t,f,hamburg,mitte
2018-11-15,1,27,231,399,ground_floor,average,good,<60,126.0,f,f,f,f,f,hamburg,wandsbek
2018-11-15,1,31,452.6,572.67,apartment,average,good,<60,189.0,f,t,f,f,f,hamburg,altona
2018-11-15,1,44.36,700,840,apartment,normal,good,60+,,t,t,f,t,f,hamburg,eimsbuettel
2018-11-15,1,19,497,497,appartment,average,good,60+,,t,f,t,t,f,hamburg,harburg
2018-11-15,2,55.3,545,725,appartment,average,renovated,<20,,f,f,f,f,f,hamburg,wandsbek
2018-11-15,2,48.63,389,519,roof_storey,average,good,<60,142.0,f,f,f,t,f,hamburg,wandsbek
2018-11-15,2,40,332.98,427.65,appartment,average,good,60+,165.0,f,t,f,f,f,hamburg,harburg
2018-11-15,2,54,1000,1200,appartment,sophisticated,mint_condition,60+,,f,t,f,t,f,hamburg,hamburg-nord
2018-11-15,2,51,383,550,appartment,average,good,<60,156.2,f,t,f,t,f,hamburg,harburg
2018-11-15,2,51,680,870,raised_ground_floor,average,renovated,60+,,f,f,f,t,f,hamburg,eimsbuettel
2018-11-15,2,45,318.77,453.02,appartment,average,good,60+,141.0,f,f,f,f,f,hamburg,altona
2018-11-15,2,55.57,662,722,appartment,normal,renovated,60+,,f,f,f,t,f,hamburg,harburg
2018-11-15,2,50.79,778,926,terraced_flat,sophisticated,first_time_use,<5,36.2,t,t,f,t,f,hamburg,eimsbuettel
2018-11-15,2,50.46,568,713,apartment,average,good,60+,122.0,f,f,f,t,f,hamburg,hamburg-nord
2018-11-15,2,55.67,584,738,apartment,average,good,60+,159.0,f,t,f,t,f,hamburg,bergedorf
2018-11-15,2,56.88,622.7,750.7,apartment,average,good,60+,129.0,f,f,f,f,f,hamburg,hamburg-nord
2018-11-15,2,50,850,975,apartment,average,renovated,60+,129.0,f,t,f,t,f,hamburg,altona
2018-11-15,2,40.8,590,725,apartment,sophisticated,renovated,<50,,f,t,f,t,f,hamburg,eimsbuettel
2018-11-15,2,57,345.69,527.63,appartment,average,good,<60,102.0,f,t,f,f,f,hamburg,wandsbek
2018-11-15,2,76,950,1200,roof_storey,sophisticated,mint_condition,<10,44.0,f,t,f,t,f,hamburg,wandsbek
2018-11-15,2,68.8,993,1200,penthouse,average,good,<5,48.5,t,f,f,f,f,hamburg,altona
2018-11-15,2,54.87,485,590,ground_floor,average,first_time_use_after_refurbishment,<60,73.2,f,t,f,f,f,hamburg,harburg
2018-11-15,2,62.5,900,1069,apartment,sophisticated,mint_condition,<10,81.0,t,t,f,t,f,hamburg,altona
2018-11-15,2,56.54,900,970,ground_floor,average,good,60+,135.0,f,t,t,t,f,hamburg,mitte
2018-11-15,2,60.1,661,866,roof_storey,average,renovated,60+,,f,f,f,t,f,hamburg,wandsbek
2018-11-15,2,39,405,510,apartment,normal,good,<60,113.1,t,t,f,t,f,hamburg,wandsbek
2018-11-15,2,50,780,955,apartment,sophisticated,mint_condition,60+,111.0,f,f,f,t,f,hamburg,hamburg-nord
2018-11-15,2,53.87,775,954,roof_storey,sophisticated,good,<60,159.7,f,t,f,t,f,hamburg,wandsbek
2018-11-15,2,33,490,535,apartment,average,good,60+,,f,f,f,t,f,hamburg,hamburg-nord
2018-11-15,2,72.12,1100,1330,apartment,average,mint_condition,<5,49.0,t,t,f,t,f,hamburg,mitte
2018-11-15,2,55,650,838,appartment,average,good,60+,,f,f,f,t,f,hamburg,hamburg-nord
2018-11-15,2,65.57,786.84,965.84,roof_storey,normal,good,60+,47.4,f,t,f,t,f,hamburg,eimsbuettel
2018-11-15,3,58.29,508.87,654.87,appartment,average,good,60+,,f,f,f,f,f,hamburg,wandsbek
2018-11-15,3,73.46,1100,1337,apartment,average,good,60+,210.0,f,f,f,f,f,hamburg,hamburg-nord
2018-11-15,3,90,900,1160,ground_floor,average,good,<60,147.4,f,t,f,t,f,hamburg,altona
2018-11-15,3,82.27,669.52,809.52,appartment,average,good,<20,,f,f,f,f,f,hamburg,wandsbek
2018-11-15,3,61.36,441.17,541.17,apartment,average,good,60+,236.1,f,f,f,f,f,hamburg,mitte
2018-11-15,3,59,680,745,apartment,normal,renovated,60+,,f,f,f,t,f,hamburg,harburg
2018-11-15,3,84.89,1225,1498,ground_floor,average,good,<5,47.4,t,t,f,f,f,hamburg,altona
2018-11-15,3,69,433.88,693.88,appartment,average,good,<60,151.0,f,t,f,f,f,hamburg,wandsbek
2018-11-15,3,92.93,1115,1385,ground_floor,sophisticated,first_time_use,60+,,t,t,t,t,t,hamburg,eimsbuettel
2018-11-15,3,91.75,825.75,1110.18,ground_floor,average,renovated,60+,,f,t,f,f,f,hamburg,bergedorf
2018-11-15,3,40,440,515,roof_storey,average,good,60+,217.8,f,f,f,t,f,hamburg,hamburg-nord
2018-11-15,3,76.64,890,1120,apartment,normal,good,<50,129.0,t,t,f,t,f,hamburg,altona
2018-11-15,3,73,1160,1390,appartment,average,good,60+,,f,t,f,t,f,hamburg,mitte
2018-11-15,3,69,449.18,638.69,appartment,average,good,<60,119.0,f,t,f,f,f,hamburg,wandsbek
2018-11-15,3,94.8,1043,1265,apartment,sophisticated,good,<20,65.7,f,t,t,t,t,hamburg,eimsbuettel
2018-11-15,3,70,695,895,apartment,average,renovated,<60,179.0,f,t,f,f,f,hamburg,wandsbek
2018-11-15,3,77.14,489.18,649.18,apartment,average,good,<30,136.0,f,t,f,t,f,hamburg,harburg
2018-11-15,3,84.19,753,887,appartment,average,good,<30,61.1,f,t,f,f,f,hamburg,harburg
2018-11-15,3,71,531.01,777.42,appartment,average,good,<30,,f,t,f,f,f,hamburg,harburg
2018-11-15,3,69,510.38,695.14,appartment,average,good,60+,,f,t,f,t,f,hamburg,harburg
2018-11-15,3,75,940,1075,appartment,average,good,60+,267.6,f,t,f,f,f,hamburg,hamburg-nord
2018-11-15,4,126.03,1500,1790,roof_storey,average,good,<60,140.0,t,f,f,t,f,hamburg,mitte
2018-11-15,4,118.9,1189,1522.72,maisonette,average,good,<20,73.4,f,t,f,t,t,hamburg,eimsbuettel
2018-11-15,4,94.62,1441,1731,penthouse,average,good,<5,52.1,t,f,f,f,f,hamburg,altona
2018-11-15,4,84.76,806.13,1030.13,apartment,average,good,<60,145.0,f,t,f,f,f,hamburg,altona
2018-11-15,4,92,1230,1380,apartment,average,renovated,60+,167.8,f,f,f,t,f,hamburg,hamburg-nord
2018-11-15,4,90,958.5,1310.5,apartment,normal,good,60+,272.5,f,t,f,f,f,hamburg,wandsbek
2018-11-15,4,89,975,1218,ground_floor,normal,good,60+,,f,f,t,t,t,hamburg,bergedorf
2018-11-15,4,144.14,1890,2190,apartment,sophisticated,renovated,60+,,f,t,f,t,t,hamburg,altona
2018-11-16,1,36,495,626,apartment,average,first_time_use_after_refurbishment,<50,184.4,f,t,f,t,f,hamburg,eimsbuettel
2018-11-16,1,18,649,649,appartment,average,good,60+,,t,f,f,t,f,hamburg,wandsbek
2018-11-16,1,32.83,459.62,579.62,apartment,normal,good,<50,103.5,t,f,f,t,f,hamburg,hamburg-nord
2018-11-16,1,43.9,430,550,apartment,average,good,<30,98.0,f,t,f,t,f,hamburg,hamburg-nord
2018-11-16,1,35,400,579,apartment,average,good,<60,189.0,f,f,f,f,f,hamburg,hamburg-nord
2018-11-16,2,55,750,910,apartment,sophisticated,renovated,<50,,t,t,f,t,f,hamburg,wandsbek
2018-11-16,2,56.23,483.58,653.58,apartment,sophisticated,first_time_use,60+,,t,t,f,t,f,hamburg,eimsbuettel
2018-11-16,2,97,1370,1700,roof_storey,sophisticated,renovated,<40,245.0,t,t,f,t,t,hamburg,eimsbuettel
2018-11-16,2,49,598,692,roof_storey,average,good,60+,272.6,f,f,f,f,f,hamburg,hamburg-nord
2018-11-16,2,49.27,735,820,apartment,sophisticated,good,60+,106.2,f,t,f,t,f,hamburg,hamburg-nord
2018-11-16,2,107.2,1600,2251.2,apartment,luxury,mint_condition,60+,,t,t,f,t,t,hamburg,mitte
2018-11-16,2,60.6,995,1164,apartment,average,first_time_use,<5,62.4,t,t,f,t,f,hamburg,mitte
2018-11-16,2,55.3,635,795,ground_floor,average,good,<60,140.5,f,t,f,t,f,hamburg,altona
2018-11-16,2,79.64,841,1071.96,apartment,average,good,<20,68.7,t,t,f,t,f,hamburg,hamburg-nord
2018-11-16,2,79,1185,1659,apartment,luxury,mint_condition,60+,,t,t,f,t,t,hamburg,mitte
2018-11-16,2,54,392.19,487.03,appartment,average,good,<60,56.0,f,t,f,f,f,hamburg,bergedorf
2018-11-16,2,56.55,509,637,apartment,average,good,60+,105.0,f,t,f,t,f,hamburg,mitte
2018-11-16,2,43,403.34,563.34,apartment,average,good,<30,137.0,f,t,f,f,f,hamburg,bergedorf
2018-11-16,2,81,790,990,maisonette,sophisticated,renovated,<30,,f,t,f,t,t,hamburg,eimsbuettel
2018-11-16,2,68.47,965,1151,apartment,average,first_time_use,<1,,t,t,f,t,f,hamburg,hamburg-nord
2018-11-16,2,57,684,794,apartment,normal,good,60+,109.1,f,f,f,t,f,hamburg,hamburg-nord
2018-11-16,2,59.53,654.83,838.83,apartment,average,good,<30,109.0,f,t,f,f,f,hamburg,eimsbuettel
2018-11-16,2,52.45,580,705,apartment,average,renovated,60+,87.5,f,t,f,t,f,hamburg,hamburg-nord
2018-11-16,2,49.41,803,898,apartment,average,good,60+,169.9,f,t,f,f,f,hamburg,eimsbuettel
2018-11-16,2,54,770,895,apartment,normal,first_time_use_after_refurbishment,60+,122.0,f,t,f,t,f,hamburg,mitte
2018-11-16,2,70,1340,1440,roof_storey,average,good,60+,,f,t,f,t,f,hamburg,eimsbuettel
2018-11-16,2,63.17,795.08,938.08,apartment,average,mint_condition,<10,58.06,t,t,f,t,f,hamburg,wandsbek
2018-11-16,2,44,651.2,783.2,terraced_flat,sophisticated,first_time_use,60+,,t,t,f,t,f,hamburg,eimsbuettel
2018-11-16,2,40.37,678.22,800.22,apartment,sophisticated,first_time_use,60+,,t,t,f,t,f,hamburg,eimsbuettel
2018-11-16,2,42.7,277.55,415.55,apartment,normal,first_time_use,60+,,t,f,f,f,f,hamburg,eimsbuettel
2018-11-16,2,53.28,815.2,975.2,apartment,sophisticated,first_time_use,60+,,t,t,f,t,f,hamburg,eimsbuettel
2018-11-16,3,133.3,2650,3050,penthouse,sophisticated,mint_condition,<5,55.8,t,t,f,t,t,hamburg,eimsbuettel
2018-11-16,3,142.3,2134.5,2988.3,apartment,luxury,mint_condition,60+,,t,t,f,t,t,hamburg,mitte
2018-11-16,3,79.73,590,780,appartment,average,good,<30,,f,f,f,f,f,hamburg,bergedorf
2018-11-16,3,86.39,1380,1605,apartment,sophisticated,first_time_use,<5,37.5,t,t,f,t,t,hamburg,altona
2018-11-16,3,60.94,884,1036,apartment,sophisticated,renovated,60+,103.0,f,t,t,t,f,hamburg,hamburg-nord
2018-11-16,3,72,900,1160,appartment,sophisticated,renovated,60+,,f,f,f,t,f,hamburg,eimsbuettel
2018-11-16,3,105.31,1380,1665,apartment,average,first_time_use,<1,,t,t,f,t,t,hamburg,hamburg-nord
2018-11-16,3,77.64,1055,1178,apartment,sophisticated,good,<10,,t,t,f,t,f,hamburg,wandsbek
2018-11-16,3,67,535,705,apartment,normal,renovated,<60,127.16,f,t,f,t,f,hamburg,mitte
2018-11-16,3,93.8,1547.7,1810.34,apartment,sophisticated,first_time_use,<5,70.0,t,t,f,t,t,hamburg,altona
2018-11-16,3,64.34,683.58,831.58,apartment,average,good,<60,65.0,f,t,f,f,f,hamburg,eimsbuettel
2018-11-16,3,78,1045,1195,appartment,average,good,60+,,f,t,t,t,f,hamburg,altona
2018-11-16,3,58,686,986,apartment,normal,good,60+,144.0,f,f,f,f,f,hamburg,eimsbuettel
2018-11-16,3,78.07,624.56,833.56,apartment,average,good,<30,,f,t,f,f,f,hamburg,harburg
2018-11-16,3,77,799,994,roof_storey,average,good,<50,118.0,f,t,f,t,f,hamburg,hamburg-nord
2018-11-16,3,58.89,520,645,appartment,average,good,60+,143.0,f,f,t,t,f,hamburg,harburg
2018-11-16,3,110,1170,1493,apartment,average,good,<20,59.2,t,t,f,t,f,hamburg,eimsbuettel
2018-11-16,3,72.23,404.58,584.58,appartment,average,good,<30,,f,t,f,f,f,hamburg,harburg
2018-11-16,3,84.07,1008.84,1325.84,ground_floor,normal,good,60+,,t,t,f,t,t,hamburg,mitte
2018-11-16,3,70.5,600,790,apartment,average,good,<50,,f,t,f,f,f,hamburg,eimsbuettel
2018-11-16,4,133,1200,1520,apartment,normal,good,<60,190.6,f,t,f,f,t,hamburg,wandsbek
2018-11-16,4,99.8,1447.1,1726.44,apartment,sophisticated,first_time_use,<5,70.0,t,t,f,t,t,hamburg,altona
2018-11-16,4,98,1231.33,1513.33,apartment,normal,good,60+,,t,t,f,t,t,hamburg,mitte
2018-11-16,4,108.6,1683.3,1987.38,apartment,sophisticated,first_time_use,<5,70.0,t,t,f,t,t,hamburg,altona
2018-11-17,1,51,876.18,1056,apartment,average,good,60+,,t,t,f,t,f,hamburg,hamburg-nord
2018-11-17,1,40,600,750,apartment,average,good,60+,,t,t,f,t,f,hamburg,eimsbuettel
2018-11-17,1,35.15,450,570,apartment,sophisticated,first_time_use_after_refurbishment,<60,67.0,t,t,f,f,f,hamburg,eimsbuettel
2018-11-17,1,44.29,606.77,735.88,apartment,average,good,<5,47.1,t,t,f,t,f,hamburg,wandsbek
2018-11-17,2,74,950,1120,roof_storey,sophisticated,good,<30,97.0,f,t,f,t,t,hamburg,hamburg-nord
2018-11-17,2,54.1,767.18,902.18,apartment,average,good,60+,,t,t,f,t,f,hamburg,altona
2018-11-17,2,44,429,495,roof_storey,average,good,<60,,f,t,f,t,f,hamburg,mitte
2018-11-17,2,70,808,998,apartment,average,good,<40,171.0,f,t,f,t,f,hamburg,hamburg-nord
2018-11-17,2,57.3,529,648,apartment,average,good,60+,114.1,f,t,f,f,f,hamburg,mitte
2018-11-17,2,40,440,520,apartment,simple,good,<60,,f,f,f,f,f,hamburg,eimsbuettel
2018-11-17,2,78,770,990,ground_floor,average,good,<30,,f,t,f,t,f,hamburg,wandsbek
2018-11-17,2,35,795,975,apartment,sophisticated,renovated,60+,,f,f,f,t,f,hamburg,altona
2018-11-17,2,38.46,398,511,roof_storey,average,good,<60,163.0,f,f,f,f,f,hamburg,mitte
2018-11-17,3,108,1400,1690,apartment,sophisticated,first_time_use_after_refurbishment,60+,,t,t,f,f,t,hamburg,mitte
2018-11-17,3,102,1500,2137.8,apartment,sophisticated,first_time_use_after_refurbishment,60+,,t,t,f,t,t,hamburg,mitte
2018-11-17,3,129,1600,1995,roof_storey,normal,good,60+,,t,t,f,t,t,hamburg,mitte
2018-11-17,3,74,720,930,appartment,normal,good,<40,,f,t,f,t,f,hamburg,eimsbuettel
2018-11-17,3,90,760,1010,ground_floor,normal,good,60+,,f,t,f,t,f,hamburg,wandsbek
2018-11-17,3,124.2,1863,2608.2,apartment,luxury,mint_condition,60+,,t,t,f,t,t,hamburg,mitte
2018-11-17,3,68.05,898.26,1099.48,apartment,average,good,<5,47.1,t,f,f,t,f,hamburg,wandsbek
2018-11-17,3,86.49,785,955,appartment,average,renovated,<30,,f,f,f,f,f,hamburg,wandsbek
2018-11-17,3,93,1163,1448,apartment,normal,good,60+,,t,t,f,t,t,hamburg,mitte
2018-11-17,3,92,1220,1603,ground_floor,average,good,60+,,t,t,t,t,f,hamburg,mitte
